name f1,E f1,R f1,R _REMOVE_ f1,name f2,E f2,R f2,R _REMOVE_ f2,tau,result
Chris Lytle,0.4368853823990264,1496.6253556820845,1514.0814400343213,Kevin Burns,0.5631146176009736,1518.6712130967474,1491.4864552319777,424,2
Diego Sanchez,0.6287567929939581,1617.6621844357783,1631.297023362716,Clay Guida,0.37124320700604185,1571.8973495462822,1555.8296705328175,424,2
James Wilks,,,1524.6402758007582,DaMarques Johnson,,,1475.3597241992418,424,1
Jason Dent,0.3627716252503213,1451.0676409407392,1482.10587621896,Cameron Dollar,0.6372283747496787,,1468.5970341961981,424,1
Joe Stevenson,0.44804936755396946,1549.8837012148067,1571.5435373324642,Nate Diaz,0.5519506324460306,1567.998574550931,1542.6033367508858,424,2
Melvin Guillard,0.38163453565069483,1511.9336475483096,1539.6337372791647,Gleison Tibau,0.6183654643493052,1553.8531590304847,1527.0898469841718,424,2
Nick Osipczak,,,1524.6402758007582,Frank Lester,,,1475.3597241992418,424,1
Ross Pearson,,,1524.6402758007582,Andre Winner,,,1475.3597241992418,424,2
Tomasz Drwal,0.4477547493077731,1506.4219180913478,1533.3207799460145,Mike Ciesnolevicz,0.5522452506922269,1524.6402758007582,1497.560974585797,424,0
Brock Lesnar,0.38226601228661944,1546.643185858459,1576.4647325843625,Frank Mir,0.6177339877133805,1588.3303480103145,1569.1811086552648,427,0
Dan Henderson,0.32249496052343585,1546.6673777060596,1578.9891329576749,Michael Bisping,0.6775050394765642,1611.1452971972276,1581.8223808478465,427,0
Dong Hyun Kim,0.5684491972116812,1547.4891966751236,1568.3226179955066,TJ Grant,0.4315508027883188,1523.5572509447702,1502.3961922238218,427,2
Georges St-Pierre,0.6044902667658151,1684.820856129623,1695.8977548873265,Thiago Alves,0.3955097332341849,1647.9744287757383,1633.4483407425735,427,2
Jim Miller,0.6290516236130321,1536.6335301578554,1554.541326327968,Mac Danzig,0.37094837638696787,1490.7589675424915,1473.0621211222394,427,2
Jon Fitch,0.7487776483738163,1633.1757185250483,1643.034272253307,Paulo Thiago,0.25122235162618367,1538.3167994715538,1525.998131772576,427,2
Jon Jones,0.545560120797041,1552.9440257784584,1575.0789658555516,Jake O'Brien,0.45443987920295903,1537.0707895496118,1516.1620195985033,427,1
Mark Coleman,0.34960920232240295,1472.7836642098232,1504.6755243854861,Stephan Bonnar,0.6503907976775971,1526.7019706769863,1499.75406904165,427,2
Shannon Gugerty,0.5788155182061994,1503.575104751215,1524.0902348983727,Matt Grice,0.42118448179380064,1475.9615438341568,1455.6285640178235,427,1
Tom Lawlor,0.48176060003903814,1524.6402758007582,1550.0521028747128,CB Dollaway,0.5182393999609618,1530.9801055475302,1505.9617306668674,427,1
Yoshihiro Akiyama,0.3642137706537545,,1531.3318960828312,Alan Belcher,0.6357862293462455,1548.3909510128478,1520.8736554461434,427,2
Aaron Riley,0.29407965834315447,1467.8425958114035,1501.5199608208168,Shane Nelson,0.7059203416568456,1543.900738104833,1509.5166420409466,431,2
Alessio Sakara,0.31155091948812885,1506.0587158971102,1534.5835015626174,Thales Leites,0.6884490805118711,1574.9272732755335,1544.0877416316202,431,2
Anderson Silva,0.7695718302614643,1676.908475781444,1686.4558981531898,Forrest Griffin,0.23042816973853575,1572.165757397496,1563.123216090296,431,0
BJ Penn,0.3947642414274443,1603.532707152955,1620.4833272234869,Kenny Florian,0.6052357585725556,1640.650061681988,1618.4212587699783,431,1
George Sotiropoulos,0.6381545520861762,1549.1577353724049,1566.7825690925201,George Roop,0.3618454479138238,1499.8771837708885,1482.2523500507732,431,1
Jesse Lennox,,,1524.6402758007582,Danillo Villefort,,,1475.3597241992418,431,0
John Howard,0.5062108714012966,1527.0877736380394,1551.300683632714,Tamdan McCrory,0.4937891285987034,1524.9297848992228,1501.7386462536786,431,2
Johny Hendricks,0.42955140044169904,,1528.1120216465456,Amir Sadollah,0.570448599558301,1524.6402758007582,1496.668374846012,431,0
Kurt Pellegrino,0.6023706961502201,1558.5883685390907,1575.7980572284293,Josh Neer,0.3976293038497799,1522.5112778382736,1505.301589148935,431,2
Matthew Riddle,0.5612204868878795,1545.5452081163846,1566.917360240946,Dan Cramer,0.4387795131121205,1524.1677732547662,1502.6522553075797,431,2
Ricardo Almeida,0.416024052510826,1518.1441497529784,1545.01287167159,Kendall Grove,0.5839759474891739,1547.599453713748,1521.4398651229894,431,2
Aaron Simpson,0.5504049326128365,1524.6402758007582,1546.6861335773112,Ed Herman,0.4495950673871635,1507.0681199088053,1487.6093147576678,434,0
Antonio Rodrigo Nogueira,0.41423425819209553,1538.1270645347126,1566.405321498393,Randy Couture,0.5857657418079045,1568.222655603932,1551.8173252858148,434,2
Brandon Vera,0.4486662201545268,1542.8032845497382,1565.6469172096192,Krzysztof Soszynski,0.5513337798454732,1560.7015304022761,1534.0855008422197,434,2
Evan Dunham,0.6162006351393213,1524.335598793126,1543.1551696163167,Marcus Aurelio,0.38379936486067867,1483.212020807966,1465.1866254173976,434,2
Gabriel Gonzaga,0.6150143282220522,1540.6881334764466,1556.6393985483562,Chris Tuchscherer,0.38498567177794785,,1481.0276937361025,434,0
Jake Rosholt,0.34357986317853934,1482.0355944174228,1514.2231027504927,Chris Leben,0.6564201368214606,1538.2664330003884,1515.9826062016002,434,1
Mark Munoz,0.44272984729546194,1483.5748702294568,1510.9005671082946,Nick Catone,0.5572701527045381,1503.560266501725,1476.4166508082649,434,2
Mike Russow,0.4176815959592979,,1528.6969721588405,Justin McCully,0.5823184040407021,1528.8630352920723,1500.7512010060318,434,2
Nate Marquardt,0.48835515734341073,1602.1056518999455,1623.3048369766257,Demian Maia,0.5116448426565893,1606.1522163641023,1582.1224720945202,434,0
Thiago Silva,0.5705317284286515,1565.4874138228595,1585.657680143096,Keith Jardine,0.4294682715713485,1540.8176704121915,1523.9643291292127,434,0
Todd Duffee,0.4210007908615186,,1528.533400403186,Tim Hague,0.5789992091384815,1527.6790117699236,1499.2878323657874,434,0
Brian Stann,0.4286103118762892,1478.8314700450292,1506.8495172014868,Steve Cantwell,0.5713896881237108,1503.8054266325234,1475.9740740464122,436,2
CB Dollaway,0.5171525068965018,1505.9617306668674,1528.9969519369627,Jay Silva,0.48284749310349817,,1476.2050092004501,436,2
Carlos Condit,0.4568359341079625,1484.9658454016353,1511.5998514541939,Jake Ellenberger,0.5431640658920375,,1473.232575222718,436,2
Gray Maynard,0.5882463920635298,1613.331254461289,1632.2760299065742,Roger Huerta,0.4117536079364702,1582.3468826896103,1563.9021076424697,436,2
Jeremy Stephens,0.5097718310684447,1491.4767505379068,1513.4368454185064,Justin Buchholz,0.4902281689315553,1488.0812363340688,1464.4151235137883,436,0
Mike Pierce,0.36631110568142444,,1531.2285382557743,Brock Larson,0.6336888943185756,1547.6052020693958,1517.3737850991902,436,2
Mike Pyle,0.46737846348327633,1479.1891613430882,1505.3062153201624,Chris Wilson,0.5326215365167237,1490.5391666703536,1464.826483938987,436,1
Nate Diaz,0.50854636189362,1542.6033367508858,1564.618327333238,Melvin Guillard,0.49145363810638,1539.6337372791647,1518.3632624042825,436,1
Nate Quarry,0.5022622612196443,1570.8832762183135,1592.4257315917268,Tim Credeur,0.49773773878035565,1570.0972808033819,1546.0686381683402,436,2
Ryan Jensen,0.3435438462802481,1443.7552899667928,1475.4461767417388,Steve Steinbeiss,0.656456153719752,,1467.6494786424807,436,1
Efrain Escudero,0.3934426322154693,1524.6402758007582,1554.3827672858415,Cole Miller,0.6065573677845306,1562.238368899817,1533.750994030535,437,0
Eliot Marshall,0.48874383063284643,1542.3833380815813,1567.2856963271524,Jason Brilz,0.5112561693671536,1546.2947927478365,1521.3924345022654,437,2
Jim Miller,0.6520199989404849,1554.541326327968,1571.1424197093427,Steve Lopez,0.3479800010595151,,1482.851353601491,437,0
Josh Koscheck,0.7221228806052289,1584.5834144711018,1592.3658189481002,Frank Trigg,0.2778771193947711,1501.6317509122384,1488.5810650443732,437,0
Junior Dos Santos,0.6162450428768677,1551.5693998156503,1570.261405884982,Mirko Filipovic,0.38375495712313235,1510.4295117524655,1492.1217013628764,437,0
Nik Lentz,,,1524.6402758007582,Rafaello Oliveira,,,1475.3597241992418,437,2
Paul Daley,0.2719291688033349,,1535.8797321663462,Martin Kampmann,0.728070831196665,1585.5435674006312,1552.9291532438058,437,0
Rafael Dos Anjos,0.34759786946689025,1463.3371619600791,1495.1144832877017,Rob Emerson,0.6524021305331098,1518.0248149147355,1486.9006449675792,437,2
Rick Story,0.43937186248546367,1478.8314700450292,1506.3218254375095,Brian Foster,0.5606281375145363,,1472.3719361399528,437,1
Tomasz Drwal,0.5950854293423999,1533.3207799460145,1552.8683182538266,Drew McFedries,0.40491457065760006,1499.877597591621,1482.3525971972158,437,1
Tyson Griffin,0.5906048297489402,1575.548216072491,1593.2671401123582,Hermes Franca,0.40939517025105976,1543.717360216416,1527.6517344634362,437,0
Vitor Belfort,0.1985500104427672,1496.4035040084177,1534.044141982845,Rich Franklin,0.8014499895572328,1617.6048066760404,1597.48710817784,437,0
Vladimir Matyushenko,0.5256773857107624,1508.9290926699555,1531.2059733739013,Igor Pokrajac,0.4743226142892376,,1476.625119930753,437,2
Anthony Johnson,0.5335401701410039,1544.6691621983966,1566.1309698440216,Yoshiyuki Yoshida,0.46645982985899614,1532.9985875171071,1510.4799081363776,442,0
Cain Velasquez,0.7474715336182859,1594.2568633158567,1606.304247185889,Ben Rothwell,0.2525284663817141,,1487.5552578816241,442,0
Chael Sonnen,0.19026503569102868,1508.6445193959755,1546.6742667837423,Yushin Okami,0.8097349643089713,1634.4413005118374,1599.3953757731147,442,2
Gleison Tibau,0.5623848641817292,1527.0898469841718,1545.2217296557512,Josh Neer,0.43761513581827083,1505.301589148935,1487.1697064773555,442,2
Joe Stevenson,0.47078938267900167,1571.5435373324642,1590.9801260414924,Spencer Fisher,0.5292106173209983,1581.7039150650703,1562.267326356042,442,0
Jorge Rivera,0.4934898439747014,1512.8160018010271,1532.692647150301,Rob Kimmons,0.5065101560252986,1515.0779895011128,1490.6258521968891,442,0
Kyle Kingsbury,0.5,1475.3597241992418,1499.8771837708885,Razak Al-Hassan,0.5,1475.3597241992418,1450.8422646275951,442,2
Lyoto Machida,0.7817309687136779,1656.0757175997323,1665.8532231375943,Mauricio Rua,0.21826903128632213,1545.262678371767,1534.7255859585468,442,2
Pat Barry,0.4011088325420261,1493.9921246602348,1523.1630242908593,Antoni Hardonk,0.5988911674579739,1528.8092612002574,1501.981535471656,442,0
Ryan Bader,0.5452560152932303,1543.6973633187658,1565.8471158219072,Eric Schafer,0.4547439847067697,1527.9306628281092,1506.5733056349893,442,2
Stefan Struve,0.5134377358816519,1504.6698721863042,1528.3694352152443,Chase Gormley,0.48656226411834813,,1476.021943235765,442,1
Alexander Gustafsson,,,1524.6402758007582,Jared Hamman,,,1475.3597241992418,445,0
Andre Winner,0.42508152131415,1475.3597241992418,1503.5508053155877,Rolando Delgado,0.57491847868585,1501.5865325008529,1473.583298943876,445,0
Dan Hardy,0.33454228399282465,1584.1499450946212,1616.2753886783225,Mike Swick,0.6654577160071753,1643.883834591728,1617.769714551553,445,2
Dennis Siver,0.3632024795254653,1508.9500352478929,1538.249076706118,Paul Kelly,0.6367975204745346,1557.7205470446302,1527.3408267439293,445,0
John Hathaway,0.6023610524486822,1545.7032939893054,1565.0715639831365,Paul Taylor,0.3976389475513178,1509.629700436864,1491.3343402397493,445,2
Matt Brown,0.5462464435388908,1540.7539918836035,1562.4012277592465,James Wilks,0.45375355646110915,1524.6402758007582,1502.390506848706,445,0
Michael Bisping,0.7031112052053279,1581.8223808478465,1594.123492836713,Denis Kang,0.2968887947946721,1506.9363383581353,1492.475425082068,445,0
Nick Osipczak,0.38066350917267605,1524.6402758007582,1555.009390550967,Matthew Riddle,0.619336490827324,1566.917360240946,1537.0184515397561,445,0
Randy Couture,0.4602791120338187,1551.8173252858148,1565.36519756576,Brandon Vera,0.5397208879661812,1565.6469172096192,1544.4670049214183,445,2
Ross Pearson,0.5661554662524415,1524.6402758007582,1545.9138074338296,Aaron Riley,0.4338445337475585,1501.5199608208168,1481.144160403129,445,0
Terry Etim,0.57483194158952,1550.286287429214,1569.8482614783577,Shannon Gugerty,0.42516805841048,1524.0902348983727,1503.564945093317,445,1
